Артикул,Наименование,Бренд,Цена,Продавец,Дата,URL
123726722,Apple iPhone 16 128Gb NanoSIM+eSIM белый,Apple,447267,4mobile.ast,09.09.2026 | 21:17:34,https://kaspi.kz/shop/p/apple-iphone-16-128gb-nanosim-esim-belyi-123726722/?c=750000000
145438959,Apple iPhone 17 Pro 256Gb NanoSIM+eSIM темно-синий,Apple,704715,GOLDEN_KZ,10.09.2026 | 14:04:48,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-nanosim-esim-temno-sinii-145438959/?c=750000000
145468241,Apple iPhone 17 Pro Max 256Gb оранжевый,Apple,765106,Artis Optima,10.09.2026 | 14:04:48,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-nanosim-esim-oranzhevyi-145468241/?c=750000000
148425828,Apple iPhone 17 Pro Max 256Gb Dual eSim оранжевый,Apple,700021,ALPHA,10.09.2026 | 14:04:48,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-dual-esim-oranzhevyi-148425828/?c=750000000
145468150,Смартфон Apple iPhone 17 Pro Max 256GB Silver,Apple,768151,MEGASTORE,10.09.2026 | 14:04:48,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-nanosim-esim-serebristyi-145468150/?c=750000000
145440732,Смартфон Apple iPhone 17 Pro Max 256GB Deep Blue,Apple,750999,EUROSTANDART,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-nanosim-esim-temno-sinii-145440732/?c=750000000
145467625,Apple iPhone 17 Pro 256Gb оранжевый,Apple,703682,Tech.kz,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-nanosim-esim-oranzhevyi-145467625/?c=750000000
145466647,Смартфон Apple iPhone 17 256Gb NanoSIM+eSIM черный,Apple,531752,K_Storee,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-chernyi-145466647/?c=750000000
113137790,Apple iPhone 15 128Gb NanoSIM+eSIM черный,Apple,393147,Sirius,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-15-128gb-nanosim-esim-chernyi-113137790/?c=750000000
123713453,Apple iPhone 16 128Gb NanoSIM+eSIM черный,Apple,448891,Gadgetkz АВТОРИЗОВАННЫЙ МАГАЗИН,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-16-128gb-nanosim-esim-chernyi-123713453/?c=750000000
148446946,Apple iPhone 17 Pro 256Gb Dual eSim оранжевый,Apple,666501,iPhone Lux Верифицированный,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-dual-esim-oranzhevyi-148446946/?c=750000000
123726722,Apple iPhone 16 128Gb NanoSIM+eSIM белый,Apple,438869,BERLIN,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-16-128gb-nanosim-esim-belyi-123726722/?c=750000000
123890547,Apple iPhone 16 Pro Max 256Gb NanoSIM+eSIM золотистый,Apple,678678,BERLIN,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-nanosim-esim-zolotistyi-123890547/?c=750000000
148425720,Apple iPhone 17 Pro 256Gb Dual eSim серебристый,Apple,673932,Artis Optima,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-dual-esim-serebristyi-148425720/?c=750000000
123726806,Apple iPhone 16 128Gb NanoSIM+eSIM розовый,Apple,462293,BERLIN,10.09.2026 | 14:04:49,https://kaspi.kz/shop/p/apple-iphone-16-128gb-nanosim-esim-rozovyi-123726806/?c=750000000
113138428,Apple iPhone 15 Pro Max 256Gb NanoSIM+eSIM синий,Apple,679990,KBT Bars,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-256gb-nanosim-esim-sinii-113138428/?c=750000000
148442483,Apple iPhone 17 256Gb Dual eSim фиолетовый,Apple,519997,ALPHA,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-17-256gb-dual-esim-fioletovyi-148442483/?c=750000000
145467681,Apple iPhone 17 Pro 1024Gb NanoSIM+eSIM оранжевый,Apple,909363,PhoneTech,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-17-pro-1024gb-nanosim-esim-oranzhevyi-145467681/?c=750000000
123890381,Смартфон Apple iPhone 16 Pro Max 1Tb NanoSIM+eSIM черный,Apple,848888,ARAI_MOBILE,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-1tb-nanosim-esim-chernyi-123890381/?c=750000000
124338543,Смартфон Apple iPhone 16 Pro Max 256Gb Dual eSim серебристый,Apple,729000,SATEL,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-dual-esim-serebristyi-124338543/?c=750000000
124337884,Смартфон Apple iPhone 16 128Gb Dual eSim черный,Apple,488500,UMMAH STORE 2,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-16-128gb-dual-esim-chernyi-124337884/?c=750000000
113138420,Apple iPhone 15 Pro Max 256Gb NanoSIM+eSIM серый,Apple,699986,"ТОО ""МОБИЛОНИК""",10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-256gb-nanosim-esim-seryi-113138420/?c=750000000
113138331,Смартфон Apple iPhone 15 Pro 256Gb NanoSIM+eSIM синий,Apple,794992,CN-MARKET,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-15-pro-256gb-nanosim-esim-sinii-113138331/?c=750000000
148442876,Apple iPhone 17 256Gb Dual eSim черный,Apple,512231,ALPHA,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-17-256gb-dual-esim-chernyi-148442876/?c=750000000
113138461,Apple iPhone 15 Pro Max 512Gb NanoSIM+eSIM серый,Apple,828448,LASTTIME,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-512gb-nanosim-esim-seryi-113138461/?c=750000000
148424821,Apple iPhone 17 Pro 512Gb Dual eSim темно-синий,Apple,782809,ALPHA,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-17-pro-512gb-dual-esim-temno-sinii-148424821/?c=750000000
145468599,Apple iPhone Air 256Gb голубой,Apple,532980,Sirius,10.09.2026 | 14:05:00,https://kaspi.kz/shop/p/apple-iphone-air-256gb-goluboi-145468599/?c=750000000
145466665,Apple iPhone 17 256Gb NanoSIM+eSIM фиолетовый,Apple,526475,GOLDEN_KZ,10.09.2026 | 14:05:04,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-fioletovyi-145466665/?c=750000000
145466661,Смартфон Apple iPhone 17 512Gb NanoSIM+eSIM черный,Apple,645482,Nexum,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-17-512gb-nanosim-esim-chernyi-145466661/?c=750000000
113933011,Смартфон Apple iPhone 15 128 Gb Dual Sim черный,Apple,411083,Nordmart,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-15-128-gb-dual-sim-chernyi-113933011/?c=750000000
121692148,Apple iPhone 15 256Gb Dual eSim черный,Apple,524999,ZAKSTOR,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-15-256gb-dual-esim-chernyi-121692148/?c=750000000
123776586,Apple iPhone 16 Plus 256Gb NanoSIM+eSIM зеленый,Apple,549445,VERIQ,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-16-plus-256gb-nanosim-esim-zelenyi-123776586/?c=750000000
135186516,Apple iPhone 16e 256Gb черный,Apple,549000,MEGATEL,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-16e-256gb-nanosim-esim-chernyi-135186516/?c=750000000
106363115,Apple iPhone 14 512Gb NanoSIM+eSIM черный,Apple,496265,GOLDEN_KZ,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-14-512gb-nanosim-esim-chernyi-106363115/?c=750000000
113138453,Смартфон Apple iPhone 15 Pro Max 512Gb NanoSIM+eSIM синий,Apple,745000,Trade-in electronics,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-512gb-nanosim-esim-sinii-113138453/?c=750000000
106363270,Apple iPhone 14 Pro Max 128Gb NanoSIM+eSIM черный,Apple,600008,iPhone Lux Верифицированный,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-14-pro-max-128gb-nanosim-esim-chernyi-106363270/?c=750000000
124338820,Apple iPhone 16 256Gb Dual eSim черный,Apple,579890,MOOD PLACE,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-16-256gb-dual-esim-chernyi-124338820/?c=750000000
106363274,Смартфон Apple iPhone 14 Pro 128Gb NanoSIM+eSIM серебристый,Apple,490000,Mobile Land,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-14-pro-128gb-nanosim-esim-serebristyi-106363274/?c=750000000
145468555,Apple iPhone Air 512Gb золотистый,Apple,614584,iPhone Lux Верифицированный,10.09.2026 | 14:05:11,https://kaspi.kz/shop/p/apple-iphone-air-512gb-zolotistyi-145468555/?c=750000000
113137931,Apple iPhone 15 256Gb NanoSIM+eSIM голубой,Apple,494269,TEXNO MARKET,10.09.2026 | 14:05:13,https://kaspi.kz/shop/p/apple-iphone-15-256gb-nanosim-esim-goluboi-113137931/?c=750000000
124338805,Apple iPhone 16 128Gb Dual eSim зеленый,Apple,521760,KHAN MOBILE,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-16-128gb-dual-esim-zelenyi-124338805/?c=750000000
123888843,Apple iPhone 16 Pro 1Tb NanoSIM+eSIM белый,Apple,988999,KHAN MOBILE,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-16-pro-1tb-nanosim-esim-belyi-123888843/?c=750000000
106363268,Apple iPhone 14 Pro 1Tb NanoSIM+eSIM черный,Apple,749990,Mobile_Shop,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-14-pro-1tb-nanosim-esim-chernyi-106363268/?c=750000000
123775957,Apple iPhone 16 Plus 128Gb NanoSIM+eSIM розовый,Apple,592385,GadgetON,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-16-plus-128gb-nanosim-esim-rozovyi-123775957/?c=750000000
113138214,Apple iPhone 15 Pro 512Gb NanoSIM+eSIM серый,Apple,800147,CN-MARKET,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-15-pro-512gb-nanosim-esim-seryi-113138214/?c=750000000
124338596,,Apple,628000,ZAKSTOR,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-16-plus-128gb-dual-esim-chernyi-124338596/?c=750000000
122062592,Apple iPhone 14 128Gb Dual eSim голубой,Apple,441000,UMMAH STORE,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-14-128gb-dual-esim-goluboi-122062592/?c=750000000
116157108,Apple iPhone 15 256Gb Dual Sim синий,Apple,547999,ZAKSTOR,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-15-256gb-dual-sim-sinii-116157108/?c=750000000
124338886,Apple iPhone 16 256Gb Dual eSim зеленый,Apple,550000,MOOD PLACE,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-16-256gb-dual-esim-zelenyi-124338886/?c=750000000
148426997,Apple iPhone 17 Pro Max 2Tb Dual eSim серебристый,Apple,1295348,NIKA SHOP,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-2tb-dual-esim-serebristyi-148426997/?c=750000000
106363297,Apple iPhone 14 Pro Max 128Gb NanoSIM+eSIM серебристый,Apple,586822,PhoneTech,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-14-pro-max-128gb-nanosim-esim-serebristyi-106363297/?c=750000000
148445160,Apple iPhone 17 512 Gb Dual eSim черный,Apple,625691,GadgetON,10.09.2026 | 14:05:22,https://kaspi.kz/shop/p/apple-iphone-17-512-gb-dual-esim-chernyi-148445160/?c=750000000
115701533,Apple iPhone 15 256Gb Dual Sim розовый,Apple,600000,Mobile_Shop,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-15-256gb-dual-sim-rozovyi-115701533/?c=750000000
143580120,Apple iPhone 14 128Gb NanoSIM+eSIM темно-синий + подарок,Apple,529997,1Bay,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-14-128gb-nanosim-esim-temno-sinii-podarok-143580120/?c=750000000
124338609,Apple iPhone 16 Plus 256Gb Dual eSim черный,Apple,604501,Galaxy Mobile,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-16-plus-256gb-dual-esim-chernyi-124338609/?c=750000000
143567317,Apple iPhone 16 256Gb NanoSIM+eSIM белый + подарок,Apple,621445,CN-MARKET,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-16-256gb-nanosim-esim-belyi-podarok-143567317/?c=750000000
143582377,Смартфон Apple iPhone 13 128Gb NanoSIM+eSIM темно-синий + подарок,Apple,398900,UMMAH STORE 2,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-13-128gb-nanosim-esim-temno-sinii-podarok-143582377/?c=750000000
152025050,Смартфон Apple iPhone 17 Pro Max 256Gb Dual eSim оранжевый + подарок,Apple,769745,CN-MARKET,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-dual-esim-oranzhevyi-podarok-152025050/?c=750000000
152005225,Смартфон Apple iPhone 17 Pro 256Gb Dual eSim синий + подарок,Apple,738991,MOBILS,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-dual-esim-sinii-podarok-152005225/?c=750000000
106363230,Apple iPhone 14 Plus 512Gb NanoSIM+eSIM сиреневый,Apple,497235,iPhone Lux Верифицированный,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-14-plus-512gb-nanosim-esim-sirenevyi-106363230/?c=750000000
113137936,Apple iPhone 15 512Gb NanoSIM+eSIM голубой,Apple,556500,GOLDEN_KZ,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-15-512gb-nanosim-esim-goluboi-113137936/?c=750000000
148444724,Apple iPhone 17 512Gb Dual eSim голубой,Apple,619669,GadgetON,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-17-512gb-dual-esim-goluboi-148444724/?c=750000000
113138051,Смартфон Apple iPhone 15 Plus 512Gb NanoSIM+eSIM голубой,Apple,600000,MOOD PLACE,10.09.2026 | 14:05:32,https://kaspi.kz/shop/p/apple-iphone-15-plus-512gb-nanosim-esim-goluboi-113138051/?c=750000000
102298655,Apple iPhone 13 Pro 512Gb NanoSIM+eSIM голубой,Apple,499899,Khan Grоup,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-13-pro-512gb-nanosim-esim-goluboi-102298655/?c=750000000
152025555,Смартфон Apple iPhone 17 Pro Max 512Gb Dual eSim оранжевый + подарок,Apple,890000,UMMAH STORE,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-512gb-dual-esim-oranzhevyi-podarok-152025555/?c=750000000
143567548,Apple iPhone 16 256Gb NanoSIM+eSIM зеленый + подарок,Apple,589980,GadgetON,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-16-256gb-nanosim-esim-zelenyi-podarok-143567548/?c=750000000
152005701,Смартфон Apple iPhone 17 Pro 512Gb Dual eSim оранжевый + подарок,Apple,983070,SmartDuken,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-17-pro-512gb-dual-esim-oranzhevyi-podarok-152005701/?c=750000000
113137984,Смартфон Apple iPhone 15 512Gb NanoSIM+eSIM зеленый,Apple,529310,Click Tech,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-15-512gb-nanosim-esim-zelenyi-113137984/?c=750000000
113587722,Смартфон Apple iPhone 15 Pro Max 1Tb Dual Sim синий,Apple,850000,MOOD PLACE,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-1tb-dual-sim-sinii-113587722/?c=750000000
143568326,Apple iPhone 16 Pro Max 256Gb NanoSIM+eSIM серебристый + подарок,Apple,869990,Мобитайм,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-nanosim-esim-serebristyi-podarok-143568326/?c=750000000
124338633,Apple iPhone 16 Plus 128Gb Dual eSim белый,Apple,629989,ZAKSTOR,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-16-plus-128gb-dual-esim-belyi-124338633/?c=750000000
152005104,Apple iPhone 17 Pro 256Gb Dual eSim серебристый + подарок,Apple,746232,Zest Store,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-17-pro-256gb-dual-esim-serebristyi-podarok-152005104/?c=750000000
106363208,Apple iPhone 14 Plus 128Gb NanoSIM+eSIM сиреневый,Apple,480000,GadgetON,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-14-plus-128gb-nanosim-esim-sirenevyi-106363208/?c=750000000
152022534,Смартфон Apple iPhone 17 Pro Max 256Gb Dual eSim серебристый + подарок,Apple,779669,CN-MARKET,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-256gb-dual-esim-serebristyi-podarok-152022534/?c=750000000
121692857,Apple iPhone 15 256Gb Dual eSim розовый,Apple,629990,Mobile_Shop,10.09.2026 | 14:05:41,https://kaspi.kz/shop/p/apple-iphone-15-256gb-dual-esim-rozovyi-121692857/?c=750000000
147534436,Apple iPhone Air 256 APPLE_GIFT_USB_C_20W LightGold,Apple,607520,NOVAMART,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-air-256gb-zolotistyi-podarok-147534436/?c=750000000
124338681,Apple iPhone 16 Plus 256Gb Dual eSim розовый,Apple,596560,MOOD PLACE,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-16-plus-256gb-dual-esim-rozovyi-124338681/?c=750000000
152721050,Apple iPhone 17 Pro Max 1024Gb NanoSIM+eSIM серебристый + подарок,Apple,1189822,Lynx,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1024gb-nanosim-esim-serebristyi-podarok-152721050/?c=750000000
143567868,Apple iPhone 16 256Gb NanoSIM+eSIM фиолетовый + подарок,Apple,559970,GadgetON,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-16-256gb-nanosim-esim-fioletovyi-podarok-143567868/?c=750000000
135186532,Смартфон Apple iPhone 16e 512Gb NanoSIM+eSIM черный,Apple,569890,MOOD PLACE,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-16e-512gb-nanosim-esim-chernyi-135186532/?c=750000000
113138058,Apple iPhone 15 Plus 256Gb NanoSIM&#43;eSIM желтый,Apple,578900,MOOD PLACE,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-15-plus-256gb-nanosim-esim-zheltyi-113138058/?c=750000000
152028751,Смартфон Apple iPhone 17 Pro Max 1024Gb Dual eSim синий + подарок,Apple,1128671,AG shop,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1024gb-dual-esim-sinii-podarok-152028751/?c=750000000
113138057,Apple iPhone 15 Plus 128Gb NanoSIM+eSIM желтый,Apple,538999,GadgetON,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-15-plus-128gb-nanosim-esim-zheltyi-113138057/?c=750000000
152026808,Apple iPhone 17 Pro Max 512Gb Dual eSim синий + подарок (Яндекс Плюс 24 месяца),Apple,870958,ALPHA,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-512gb-dual-esim-sinii-podarok-152026808/?c=750000000
143873310,Смартфон Apple iPhone 15 256Gb NanoSIM+eSIM черный + подарок,Apple,529000,UMMAH STORE,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-15-256gb-nanosim-esim-chernyi-podarok-143873310/?c=750000000
143577273,Apple iPhone 15 128Gb NanoSIM+eSIM розовый + подарок,Apple,551745,Mobile_Shop,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-15-128gb-nanosim-esim-rozovyi-podarok-143577273/?c=750000000
152006486,Смартфон Apple iPhone 17 Pro 1024Gb Dual eSim синий + подарок,Apple,988991,MOBILS,10.09.2026 | 14:05:50,https://kaspi.kz/shop/p/apple-iphone-17-pro-1024gb-dual-esim-sinii-podarok-152006486/?c=750000000
143710717,Apple iPhone 16 Pro Max 1Tb NanoSIM+eSIM золотистый + подарок,Apple,1199988,LASTTIME,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-1tb-nanosim-esim-zolotistyi-podarok-143710717/?c=750000000
152027603,iPhone Air 256Gb белый + подарок,Apple,689990,Lynx,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-air-256gb-belyi-podarok-152027603/?c=750000000
121703259,Apple iPhone 15 Pro Max 1Tb Dual eSim серый,Apple,899990,Mobile_Shop,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-1tb-dual-esim-seryi-121703259/?c=750000000
143873238,Смартфон Apple iPhone 15 128Gb NanoSIM+eSIM черный + подарок,Apple,481000,UMMAH STORE,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-15-128gb-nanosim-esim-chernyi-podarok-143873238/?c=750000000
147533908,Apple iPhone Air 256 APPLE_GIFT_YA12 SpaceBlack,Apple,599989,NOVAMART,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-air-256gb-chernyi-podarok-147533908/?c=750000000
143711597,Apple iPhone 16 256Gb NanoSIM+eSIM розовый + подарок,Apple,646709,Mobile_Shop,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-16-256gb-nanosim-esim-rozovyi-podarok-143711597/?c=750000000
143710745,Apple iPhone 16 Pro Max 256Gb NanoSIM+eSIM белый + подарок,Apple,940000,Мобитайм,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-nanosim-esim-belyi-podarok-143710745/?c=750000000
143710810,Apple iPhone 16 Pro Max 256Gb NanoSIM+eSIM серебристый + подарок,Apple,929998,Мобитайм,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-nanosim-esim-serebristyi-podarok-143710810/?c=750000000
134236804,Смартфон Apple iPhone 16 Pro Max 256Gb NanoSIM+eSIM золотистый + подарок,Apple,784000,SmartDuken,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-16-pro-max-256gb-nanosim-esim-zolotistyi-podarok-134236804/?c=750000000
121703209,Смартфон Apple iPhone 15 Pro Max 256Gb Dual eSim серый,Apple,734999,Apple-Plus,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-15-pro-max-256gb-dual-esim-seryi-121703209/?c=750000000
122084920,Apple iPhone 14 Pro 512Gb Dual eSim черный,Apple,729990,Mobile_Shop,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-14-pro-512gb-dual-esim-chernyi-122084920/?c=750000000
143711570,Apple iPhone 16 128Gb NanoSIM+eSIM зеленый + подарок,Apple,517116,MEGAPHONE,10.09.2026 | 14:06:00,https://kaspi.kz/shop/p/apple-iphone-16-128gb-nanosim-esim-zelenyi-podarok-143711570/?c=750000000
152720326,Apple iPhone 17 256Gb черный + подарок (Яндекс Плюс 24 месяцев),Apple,579900,Sirius,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-chernyi-podarok-152720326/?c=750000000
168642164,Apple iPhone 17 Pro Max 1Tb оранжевый + подарок,Apple,1390000,UMMAH STORE,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1tb-oranzhevyi-podarok-168642164/?c=750000000
152720206,Смартфон Apple iPhone 17 256Gb NanoSIM+eSIM голубой + подарок,Apple,578900,UMMAH STORE 2,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-goluboi-podarok-152720206/?c=750000000
168035047,Apple iPhone 17 Pro 512Gb серебристый + подарок,Apple,1227185,Lynx,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-512gb-serebristyi-podarok-168035047/?c=750000000
152029851,Apple iPhone 17 Pro Max 1024Gb Dual eSim оранжевый + подарок,Apple,1214813,Lynx,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1024gb-dual-esim-oranzhevyi-podarok-152029851/?c=750000000
152720177,Apple iPhone 17 256Gb белый + подарок (Яндекс Плюс 24 месяцев),Apple,579900,Sirius,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-belyi-podarok-152720177/?c=750000000
168035827,Apple iPhone 17 Pro 1Tb оранжевый + подарок,Apple,1422504,Lynx,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-1tb-oranzhevyi-podarok-168035827/?c=750000000
152720245,Смартфон Apple iPhone 17 256Gb NanoSIM+eSIM фиолетовый + подарок,Apple,579000,UMMAH STORE,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-256gb-nanosim-esim-fioletovyi-podarok-152720245/?c=750000000
168036060,Apple iPhone 17 Pro Max 512Gb серебристый + подарок,Apple,1401222,LASTTIME,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-512gb-serebristyi-podarok-168036060/?c=750000000
168036638,Смартфон Apple iPhone 17 Pro Max 1Tb оранжевый + подарок,Apple,1424991,SAPALY Store,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1tb-oranzhevyi-podarok-168036638/?c=750000000
147534417,Смартфон Apple iPhone Air 256Gb черный + подарок,Apple,585376,SAPALY Store,10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-air-256gb-chernyi-podarok-147534417/?c=750000000
152030464,Apple iPhone 17 Pro Max 1024Gb Dual eSim серебристый + подарок,Apple,1240644,"ТОО ""МОБИЛОНИК""",10.09.2026 | 14:06:53,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1024gb-dual-esim-serebristyi-podarok-152030464/?c=750000000
168642077,Смартфон Apple iPhone 17 Pro Max 1Tb серебристый + подарок,Apple,1639821,SmartDuken,10.09.2026 | 14:07:32,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1tb-serebristyi-podarok-168642077/?c=750000000
168036677,Apple iPhone 17 Pro Max 1Tb серебристый + подарок,Apple,1669990,LASTTIME,10.09.2026 | 14:07:32,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1tb-serebristyi-podarok-168036677/?c=750000000
168035974,Apple iPhone 17 Pro Max 1Tb оранжевый + подарок,Apple,1559970,Мобитайм,10.09.2026 | 14:07:32,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1tb-oranzhevyi-podarok-168035974/?c=750000000
168642097,Apple iPhone 17 Pro Max 1Tb оранжевый + подарок,Apple,1470000,UMMAH STORE,10.09.2026 | 14:07:32,https://kaspi.kz/shop/p/apple-iphone-17-pro-max-1tb-oranzhevyi-podarok-168642097/?c=750000000
